Gene stable ID	Gene stable ID version	Human gene name	Mouse gene name	Gene name
ENSMMUG00000003592	ENSMMUG00000003592.3	B4GALT4	B4galt4	B4GALT4
ENSMMUG00000020110	ENSMMUG00000020110.2	TMPPE	Tmppe	TMPPE
ENSMMUG00000000340	ENSMMUG00000000340.3	SMAD5	Smad5	SMAD5
ENSMMUG00000000135	ENSMMUG00000000135.3	SLC1A1	Slc1a1	SLC1A1
ENSMMUG00000015809	ENSMMUG00000015809.3	SLAMF1	Slamf1	SLAMF1
ENSMMUG00000016171	ENSMMUG00000016171.3	GYS2	Gys2	GYS2
ENSMMUG00000047844	ENSMMUG00000047844.1	SUCNR1	Sucnr1	SUCNR1
ENSMMUG00000012124	ENSMMUG00000012124.3	RNF39	Rnf39	RNF39
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7d-2	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7-3	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7-5	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	C920008G01Rik	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7d-3	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7-1	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7d-5	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7d-4	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7n-6	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7n-4	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7-4	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7-6	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7-2	TRAV12-3
ENSMMUG00000038070	ENSMMUG00000038070.1	TRAV12-3	Trav7n-5	TRAV12-3
ENSMMUG00000016017	ENSMMUG00000016017.3	AGR3	Agr3	AGR3
ENSMMUG00000020950	ENSMMUG00000020950.3	CERK	Cerk	CERK
ENSMMUG00000019745	ENSMMUG00000019745.3	GPN1	Gpn1	GPN1
ENSMMUG00000009227	ENSMMUG00000009227.3	YTHDF1	Ythdf1	YTHDF1
ENSMMUG00000006579	ENSMMUG00000006579.3	PYGO2	Pygo2	PYGO2
ENSMMUG00000003266	ENSMMUG00000003266.3	SERPINA7	Serpina7	SERPINA7
ENSMMUG00000014293	ENSMMUG00000014293.3	PLA2G4C	Pla2g4c	PLA2G4C
ENSMMUG00000008699	ENSMMUG00000008699.3	SH2D3A		SH2D3A
ENSMMUG00000017131	ENSMMUG00000017131.3	XYLT1	Xylt1	XYLT1
ENSMMUG00000003957	ENSMMUG00000003957.3	RHOG	Rhog	RHOG
ENSMMUG00000023757	ENSMMUG00000023757.3			
ENSMMUG00000018100	ENSMMUG00000018100.3	ADAMTS6	Adamts6	ADAMTS6
ENSMMUG00000006623	ENSMMUG00000006623.3	RUBCN	Rubcn	RUBCN
ENSMMUG00000018441	ENSMMUG00000018441.3	URI1	Uri1	URI1
ENSMMUG00000015212	ENSMMUG00000015212.3	PRR20E		
ENSMMUG00000015212	ENSMMUG00000015212.3	PRR20A		
ENSMMUG00000015212	ENSMMUG00000015212.3	PRR20C		
ENSMMUG00000015212	ENSMMUG00000015212.3	PRR20B		
ENSMMUG00000015212	ENSMMUG00000015212.3	PRR20D		
ENSMMUG00000015192	ENSMMUG00000015192.3	POLR1C	Polr1c	POLR1C
ENSMMUG00000003128	ENSMMUG00000003128.3	LIMK1	Limk1	LIMK1
ENSMMUG00000005655	ENSMMUG00000005655.2	DTD2	Dtd2	DTD2
ENSMMUG00000040937	ENSMMUG00000040937.1	TMEM204	Tmem204	TMEM204
ENSMMUG00000001849	ENSMMUG00000001849.3	IL5RA	Il5ra	IL5RA
ENSMMUG00000031924	ENSMMUG00000031924.2	KRT83		KRT83
ENSMMUG00000046040	ENSMMUG00000046040.1			
ENSMMUG00000015159	ENSMMUG00000015159.3	AP4E1	Ap4e1	AP4E1
ENSMMUG00000017309	ENSMMUG00000017309.3	PTGER3	Ptger3	PTGER3
ENSMMUG00000015108	ENSMMUG00000015108.3	SVOP	Svop	SVOP
ENSMMUG00000020451	ENSMMUG00000020451.3	CDK5	Cdk5	CDK5
ENSMMUG00000021055	ENSMMUG00000021055.3	SQSTM1	Sqstm1	SQSTM1
ENSMMUG00000048395	ENSMMUG00000048395.1	CBX6	Cbx6	CBX6
ENSMMUG00000003232	ENSMMUG00000003232.2	ORAI3	Orai3	ORAI3
ENSMMUG00000011319	ENSMMUG00000011319.3	KCTD15	Kctd15	KCTD15
ENSMMUG00000019226	ENSMMUG00000019226.3	CASKIN1	Caskin1	CASKIN1
ENSMMUG00000002346	ENSMMUG00000002346.3	LEO1	Leo1	LEO1
ENSMMUG00000037980	ENSMMUG00000037980.1	CDKN1C	Cdkn1c	CDKN1C
ENSMMUG00000001400	ENSMMUG00000001400.3	ZNF20	Zfp78	ZNF20
ENSMMUG00000044273	ENSMMUG00000044273.1	HPCAL4	Hpcal4	HPCAL4
ENSMMUG00000004895	ENSMMUG00000004895.3	FAM186A		FAM186A
ENSMMUG00000002390	ENSMMUG00000002390.3	PREB	Preb	PREB
ENSMMUG00000038106	ENSMMUG00000038106.1	LY6G6D	Ly6g6d	LY6G6D
ENSMMUG00000021293	ENSMMUG00000021293.3	NRCAM	Nrcam	NRCAM
ENSMMUG00000010866	ENSMMUG00000010866.3	IFNL1		IFNL1
ENSMMUG00000008685	ENSMMUG00000008685.3	SLC28A3	Slc28a3	SLC28A3
ENSMMUG00000001515	ENSMMUG00000001515.3	CDC23	Cdc23	CDC23
ENSMMUG00000007811	ENSMMUG00000007811.3	PACSIN1	Pacsin1	PACSIN1
ENSMMUG00000044525	ENSMMUG00000044525.1		Smarce1	
ENSMMUG00000041010	ENSMMUG00000041010.1			
ENSMMUG00000004590	ENSMMUG00000004590.3	DDX31	Ddx31	DDX31
ENSMMUG00000031865	ENSMMUG00000031865.2	TMEM8B	Tmem8b	TMEM8B
ENSMMUG00000043044	ENSMMUG00000043044.1			
ENSMMUG00000040202	ENSMMUG00000040202.1	TMEM218	Tmem218	TMEM218
ENSMMUG00000044109	ENSMMUG00000044109.1			
ENSMMUG00000023572	ENSMMUG00000023572.3	IL24	Il24	IL24
ENSMMUG00000043492	ENSMMUG00000043492.1	C1R	C1ra	
ENSMMUG00000043492	ENSMMUG00000043492.1	C1R	C1rb	
ENSMMUG00000020346	ENSMMUG00000020346.3	CPXM2	Cpxm2	CPXM2
ENSMMUG00000008290	ENSMMUG00000008290.3	ABCC11		ABCC11
ENSMMUG00000011173	ENSMMUG00000011173.3	TWIST1	Twist1	TWIST1
ENSMMUG00000017135	ENSMMUG00000017135.3	OR2D2	Olfr715	OR2D2
ENSMMUG00000017135	ENSMMUG00000017135.3	OR2D2	Olfr715b	OR2D2
ENSMMUG00000007022	ENSMMUG00000007022.3	CACNA2D2	Cacna2d2	CACNA2D2
ENSMMUG00000006558	ENSMMUG00000006558.3	ABCF3	Abcf3	ABCF3
ENSMMUG00000016461	ENSMMUG00000016461.3	EFR3B	Efr3b	EFR3B
ENSMMUG00000018756	ENSMMUG00000018756.3	GRAMD2A	Gramd2	GRAMD2A
ENSMMUG00000011817	ENSMMUG00000011817.3	AIP	Aip	AIP
ENSMMUG00000004429	ENSMMUG00000004429.3	LARP6	Larp6	LARP6
ENSMMUG00000022642	ENSMMUG00000022642.3	PPP1R3A	Ppp1r3a	
ENSMMUG00000030280	ENSMMUG00000030280.2	DCK	Dck	DCK
ENSMMUG00000005511	ENSMMUG00000005511.3	SON	Son	SON
ENSMMUG00000022472	ENSMMUG00000022472.3	MRO	Mro	MRO
ENSMMUG00000015001	ENSMMUG00000015001.3	LIMK2	Limk2	LIMK2
ENSMMUG00000021804	ENSMMUG00000021804.3	ATG7	Atg7	ATG7
ENSMMUG00000023413	ENSMMUG00000023413.3	SDF2	Sdf2	SDF2
ENSMMUG00000014710	ENSMMUG00000014710.3	FFAR4	Ffar4	FFAR4
ENSMMUG00000016245	ENSMMUG00000016245.3	ZNRF1	Znrf1	ZNRF1
ENSMMUG00000039549	ENSMMUG00000039549.1	C2CD4B		C2CD4B
ENSMMUG00000021525	ENSMMUG00000021525.3	POLD1	Pold1	POLD1
ENSMMUG00000021288	ENSMMUG00000021288.3	ANKRD28	Ankrd28	ANKRD28
ENSMMUG00000014147	ENSMMUG00000014147.3			
ENSMMUG00000006080	ENSMMUG00000006080.3	TEK	Tek	TEK
ENSMMUG00000003464	ENSMMUG00000003464.3	MDN1	Mdn1	MDN1
ENSMMUG00000010790	ENSMMUG00000010790.3	TRAV8-6		TRAV8-6
ENSMMUG00000022272	ENSMMUG00000022272.3	PCDH17	Pcdh17	PCDH17
ENSMMUG00000001678	ENSMMUG00000001678.3	CAPSL	Capsl	CAPSL
ENSMMUG00000018582	ENSMMUG00000018582.3	ZNF451	Zfp451	ZNF451
ENSMMUG00000023627	ENSMMUG00000023627.3	ADCK1	Adck1	ADCK1
ENSMMUG00000001888	ENSMMUG00000001888.3	MGRN1	Mgrn1	MGRN1
ENSMMUG00000011347	ENSMMUG00000011347.3	DHX36	Dhx36	DHX36
ENSMMUG00000007115	ENSMMUG00000007115.3	RALYL	Ralyl	RALYL
ENSMMUG00000021581	ENSMMUG00000021581.3	TAF7L	Taf7l2	TAF7L
ENSMMUG00000021581	ENSMMUG00000021581.3	TAF7L	Taf7l	TAF7L
ENSMMUG00000041919	ENSMMUG00000041919.1	NRF1	Nrf1	NRF1
ENSMMUG00000006658	ENSMMUG00000006658.3	CAPN7	Capn7	CAPN7
ENSMMUG00000040434	ENSMMUG00000040434.1	GP1BB	Gp1bb	GP1BB
ENSMMUG00000021012	ENSMMUG00000021012.3	GPR155	Gpr155	GPR155
ENSMMUG00000022942	ENSMMUG00000022942.3	CRIP3	Crip3	CRIP3
ENSMMUG00000000718	ENSMMUG00000000718.3	ERCC1	Ercc1	ERCC1
ENSMMUG00000020787	ENSMMUG00000020787.2	PRR15	Prr15	PRR15
ENSMMUG00000016168	ENSMMUG00000016168.3	ZNF569	Zfp74	ZNF569
ENSMMUG00000017209	ENSMMUG00000017209.3	C1D	C1d	
ENSMMUG00000015028	ENSMMUG00000015028.3	FAM177B		FAM177B
ENSMMUG00000032497	ENSMMUG00000032497.2			
ENSMMUG00000009699	ENSMMUG00000009699.3	SSUH2	Ssu2	SSUH2
ENSMMUG00000044612	ENSMMUG00000044612.1	FBXO45	Fbxo45	FBXO45
ENSMMUG00000046705	ENSMMUG00000046705.1			
ENSMMUG00000015563	ENSMMUG00000015563.3		Rps27a	RPS27A
ENSMMUG00000022212	ENSMMUG00000022212.3	HOXB1	Hoxb1	HOXB1
ENSMMUG00000005569	ENSMMUG00000005569.3	GBA3		GBA3
ENSMMUG00000002695	ENSMMUG00000002695.2	FFAR2	Ffar2	FFAR2
ENSMMUG00000046768	ENSMMUG00000046768.1			
ENSMMUG00000001502	ENSMMUG00000001502.3	KRT12	Krt12	KRT12
ENSMMUG00000005392	ENSMMUG00000005392.3	ATP6V1E2	Atp6v1e2	ATP6V1E2
ENSMMUG00000046540	ENSMMUG00000046540.1	MARCH9	March9	MARCH9
ENSMMUG00000009961	ENSMMUG00000009961.3	FAM129B	Fam129b	FAM129B
ENSMMUG00000019109	ENSMMUG00000019109.3			
ENSMMUG00000042616	ENSMMUG00000042616.1		Mre11a	
ENSMMUG00000018143	ENSMMUG00000018143.3	SLC30A5	Slc30a5	SLC30A5
ENSMMUG00000048039	ENSMMUG00000048039.1	APEX1	Apex1	APEX1
ENSMMUG00000013520	ENSMMUG00000013520.3	PUM1	Pum1	PUM1
ENSMMUG00000002496	ENSMMUG00000002496.3	CTSF	Ctsf	CTSF
ENSMMUG00000048737	ENSMMUG00000048737.1	GADD45G	Gadd45g	GADD45G
ENSMMUG00000018903	ENSMMUG00000018903.3	VEZT	Vezt	VEZT
ENSMMUG00000022263	ENSMMUG00000022263.3	MAMLD1	Mamld1	MAMLD1
ENSMMUG00000022771	ENSMMUG00000022771.3	PASD1		PASD1
ENSMMUG00000018961	ENSMMUG00000018961.3	MEAK7	Meak7	MEAK7
ENSMMUG00000011682	ENSMMUG00000011682.3	TRIM39	Trim39	RPP21
ENSMMUG00000009243	ENSMMUG00000009243.2	PPP1R27	Ppp1r27	PPP1R27
ENSMMUG00000017104	ENSMMUG00000017104.3	SCMH1	Scmh1	SCMH1
ENSMMUG00000013425	ENSMMUG00000013425.2	LYPD4	Lypd4	LYPD4
ENSMMUG00000007555	ENSMMUG00000007555.3	SEMA3A	Sema3a	SEMA3A
ENSMMUG00000018356	ENSMMUG00000018356.3	FLACC1	Als2cr12	FLACC1
ENSMMUG00000006421	ENSMMUG00000006421.3	ADCY1	Adcy1	ADCY1
ENSMMUG00000018875	ENSMMUG00000018875.3	RMI1	Rmi1	RMI1
ENSMMUG00000022656	ENSMMUG00000022656.3	PLIN4	Plin4	PLIN4
ENSMMUG00000022458	ENSMMUG00000022458.3	ZNF292	Zfp292	ZNF292
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRA6	Gm49339	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRA6	Lilra6	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRA6	Lilra5	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRA6	Gm14548	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRA6	Gm15448	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRA6	Gm15922	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRA6	Pirb	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRA6	Lilr4b	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRA6	Lilrb4a	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRA6	Pira2	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRB3	Gm49339	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRB3	Lilra6	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRB3	Lilra5	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRB3	Gm14548	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRB3	Gm15448	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRB3	Gm15922	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRB3	Pirb	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRB3	Lilr4b	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRB3	Lilrb4a	LILRA6
ENSMMUG00000021881	ENSMMUG00000021881.3	LILRB3	Pira2	LILRA6
ENSMMUG00000017621	ENSMMUG00000017621.3	CD22	Cd22	CD22
ENSMMUG00000041441	ENSMMUG00000041441.1	LRRC3	Lrrc3	LRRC3
ENSMMUG00000008722	ENSMMUG00000008722.3	EPRS	Eprs	EPRS
ENSMMUG00000010033	ENSMMUG00000010033.3	GADL1	Gadl1	GADL1
ENSMMUG00000043333	ENSMMUG00000043333.1	ANKRD37	Ankrd37	ANKRD37
ENSMMUG00000023509	ENSMMUG00000023509.3	FGF1	Fgf1	
ENSMMUG00000003762	ENSMMUG00000003762.3	SPATS2	Spats2	SPATS2
ENSMMUG00000014349	ENSMMUG00000014349.3	ITGAD	Itgad	ITGAD
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm40460	
ENSMMUG00000009920	ENSMMUG00000009920.3		Krtap5-2	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm45618	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm4559	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm3285	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm19668	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm19402	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm10318	
ENSMMUG00000009920	ENSMMUG00000009920.3		Krtap10-4	
ENSMMUG00000009920	ENSMMUG00000009920.3		Krtap10-10	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm3238	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm3233	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm9507	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm9508	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm7138	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm3250	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm9736	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm7137	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm36176	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm18596	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm9639	
ENSMMUG00000009920	ENSMMUG00000009920.3		Gm49918	
ENSMMUG00000005666	ENSMMUG00000005666.3	PLD2	Pld2	PLD2
ENSMMUG00000010432	ENSMMUG00000010432.3	ZNF592	Zfp592	ZNF592
ENSMMUG00000021436	ENSMMUG00000021436.3	LTBP1	Ltbp1	LTBP1
ENSMMUG00000019962	ENSMMUG00000019962.3	SCN11A	Scn11a	SCN11A
ENSMMUG00000004638	ENSMMUG00000004638.3	ASPN	Aspn	ASPN
ENSMMUG00000008254	ENSMMUG00000008254.3	GTF3C1	Gtf3c1	GTF3C1
ENSMMUG00000020743	ENSMMUG00000020743.3	CETN2	Cetn2	CETN2
ENSMMUG00000014671	ENSMMUG00000014671.3	OGFRL1	Ogfrl1	OGFRL1
ENSMMUG00000011894	ENSMMUG00000011894.3	FAM92B	Fam92b	FAM92B
ENSMMUG00000008419	ENSMMUG00000008419.3	GNL2	Gnl2	GNL2
ENSMMUG00000044110	ENSMMUG00000044110.1			
ENSMMUG00000001740	ENSMMUG00000001740.3	SLCO3A1	Slco3a1	SLCO3A1
ENSMMUG00000042630	ENSMMUG00000042630.1	RTP5		RTP5
ENSMMUG00000022680	ENSMMUG00000022680.3	A2ML1		A2ML1
ENSMMUG00000009987	ENSMMUG00000009987.3	GON4L	Gon4l	GON4L
ENSMMUG00000016986	ENSMMUG00000016986.3	YIPF6	Yipf6	YIPF6
ENSMMUG00000005159	ENSMMUG00000005159.3	TMEM106B	Tmem106b	TMEM106B
ENSMMUG00000016358	ENSMMUG00000016358.3	KIAA1211	C530008M17Rik	KIAA1211
ENSMMUG00000016584	ENSMMUG00000016584.3	MELTF	Meltf	MELTF
ENSMMUG00000000902	ENSMMUG00000000902.3	PLA1A	Pla1a	PLA1A
ENSMMUG00000021571	ENSMMUG00000021571.3	ERH	Erh	ERH
ENSMMUG00000021571	ENSMMUG00000021571.3	ERH	Gm10131	ERH
ENSMMUG00000017303	ENSMMUG00000017303.3	SNAPC1	Snapc1	SNAPC1
ENSMMUG00000009045	ENSMMUG00000009045.3	RAB24	Rab24	RAB24
ENSMMUG00000008008	ENSMMUG00000008008.3	PPP1R9A	Ppp1r9a	PPP1R9A
ENSMMUG00000001031	ENSMMUG00000001031.3	ABHD5	Abhd5	ABHD5
ENSMMUG00000043811	ENSMMUG00000043811.1			
ENSMMUG00000012874	ENSMMUG00000012874.3	PGK1	Pgk1	PGK1
ENSMMUG00000010209	ENSMMUG00000010209.3	PTPN20	Ptpn20	PTPN20
ENSMMUG00000007204	ENSMMUG00000007204.3	CYP2W1	Cyp2w1	CYP2W1
ENSMMUG00000016999	ENSMMUG00000016999.3	KIAA0232	D5Ertd579e	KIAA0232
ENSMMUG00000019747	ENSMMUG00000019747.2	SUPT7L	Supt7l	SUPT7L
ENSMMUG00000022536	ENSMMUG00000022536.3	FBP1	Fbp1	FBP1
ENSMMUG00000004208	ENSMMUG00000004208.3	SDS	Sds	SDS
ENSMMUG00000029352	ENSMMUG00000029352.2	TCP10L2	Tcp10a	
ENSMMUG00000029352	ENSMMUG00000029352.2	TCP10L2	Tcp10c	
ENSMMUG00000029352	ENSMMUG00000029352.2	TCP10L2	Tcp10b	
ENSMMUG00000029352	ENSMMUG00000029352.2	TCP10	Tcp10a	
ENSMMUG00000029352	ENSMMUG00000029352.2	TCP10	Tcp10c	
ENSMMUG00000029352	ENSMMUG00000029352.2	TCP10	Tcp10b	
ENSMMUG00000044748	ENSMMUG00000044748.1			
ENSMMUG00000011160	ENSMMUG00000011160.3	POLG	Polg	POLG
ENSMMUG00000019740	ENSMMUG00000019740.3	ZDHHC3	Zdhhc3	ZDHHC3
ENSMMUG00000023315	ENSMMUG00000023315.3	BCL2L14	Bcl2l14	BCL2L14
ENSMMUG00000039051	ENSMMUG00000039051.1			
ENSMMUG00000007135	ENSMMUG00000007135.3	WDR20	Wdr20rt	WDR20
ENSMMUG00000007135	ENSMMUG00000007135.3	WDR20	Wdr20	WDR20
ENSMMUG00000000612	ENSMMUG00000000612.3	NME4	Nme4	NME4
ENSMMUG00000016716	ENSMMUG00000016716.3	ZNF821	Zfp821	ZNF821
ENSMMUG00000021977	ENSMMUG00000021977.3	PI16	Pi16	PI16
ENSMMUG00000004673	ENSMMUG00000004673.3			
ENSMMUG00000017107	ENSMMUG00000017107.3	BRAP	Brap	BRAP
ENSMMUG00000009020	ENSMMUG00000009020.3	RIC1	Ric1	RIC1
ENSMMUG00000021387	ENSMMUG00000021387.3	C1orf54	BC028528	C1orf54
ENSMMUG00000047266	ENSMMUG00000047266.1	SATB1	Satb1	
ENSMMUG00000016997	ENSMMUG00000016997.3	DCN	Dcn	DCN
ENSMMUG00000022390	ENSMMUG00000022390.3	GPR68	Gpr68	GPR68
ENSMMUG00000041290	ENSMMUG00000041290.1		Gm10334	
ENSMMUG00000041290	ENSMMUG00000041290.1		Prss3	
ENSMMUG00000041290	ENSMMUG00000041290.1		Prss2	
ENSMMUG00000041290	ENSMMUG00000041290.1		Try10	
ENSMMUG00000041290	ENSMMUG00000041290.1		Prss1	
ENSMMUG00000041290	ENSMMUG00000041290.1		Gm5771	
ENSMMUG00000041290	ENSMMUG00000041290.1		Try4	
ENSMMUG00000041290	ENSMMUG00000041290.1		Try5	
ENSMMUG00000006557	ENSMMUG00000006557.3	AP2M1	Ap2m1	AP2M1
ENSMMUG00000041538	ENSMMUG00000041538.1		Gsta4	
ENSMMUG00000018686	ENSMMUG00000018686.3	AL157935.2	St6galnac6	
ENSMMUG00000008847	ENSMMUG00000008847.3	SH2D5	Sh2d5	SH2D5
ENSMMUG00000022319	ENSMMUG00000022319.3	STX3	Stx3	STX3
ENSMMUG00000010634	ENSMMUG00000010634.3	ASB3	Asb3	ASB3
ENSMMUG00000007738	ENSMMUG00000007738.3	RRP8	Rrp8	RRP8
ENSMMUG00000022895	ENSMMUG00000022895.3	DNAJB5	Dnajb5	DNAJB5
ENSMMUG00000002380	ENSMMUG00000002380.3	WDR81	Wdr81	
ENSMMUG00000019237	ENSMMUG00000019237.3	ECI1	Eci1	ECI1
ENSMMUG00000009019	ENSMMUG00000009019.3			RPS3
ENSMMUG00000010704	ENSMMUG00000010704.3	SPRED1	Spred1	SPRED1
ENSMMUG00000040940	ENSMMUG00000040940.1			
ENSMMUG00000016974	ENSMMUG00000016974.3	DNAH1	Dnah1	DNAH1
ENSMMUG00000003725	ENSMMUG00000003725.3	MDGA1	Mdga1	MDGA1
ENSMMUG00000012700	ENSMMUG00000012700.3	PIGV	Pigv	PIGV
ENSMMUG00000021927	ENSMMUG00000021927.3	ITGA9	Itga9	ITGA9
ENSMMUG00000015489	ENSMMUG00000015489.3	TRIO	Trio	TRIO
ENSMMUG00000002850	ENSMMUG00000002850.3	SLC26A11	Slc26a11	SLC26A11
ENSMMUG00000001855	ENSMMUG00000001855.3	DESI1	Desi1	DESI1
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	BX088531.1	CLDN34
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	Cldn34b4	CLDN34
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	Cldn34d	CLDN34
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	Cldn34a	CLDN34
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	BX571804.1	CLDN34
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	Cldn34c4	CLDN34
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	Cldn34c2	CLDN34
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	Cldn34c1	CLDN34
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	Cldn34b3	CLDN34
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	Cldn34b1	CLDN34
ENSMMUG00000006194	ENSMMUG00000006194.3	CLDN34	Cldn34b2	CLDN34
ENSMMUG00000021377	ENSMMUG00000021377.3	SUPT3H	Supt3	SUPT3H
ENSMMUG00000041812	ENSMMUG00000041812.1		Dcun1d1	
ENSMMUG00000041812	ENSMMUG00000041812.1		Tes3-ps	
ENSMMUG00000000623	ENSMMUG00000000623.3	P3H2	P3h2	P3H2
ENSMMUG00000018338	ENSMMUG00000018338.3	RCC1	Rcc1	
ENSMMUG00000017782	ENSMMUG00000017782.3	PCNP	Pcnp	
ENSMMUG00000010480	ENSMMUG00000010480.3	TMCC2	Tmcc2	TMCC2
ENSMMUG00000003158	ENSMMUG00000003158.3	RHBDL3	Rhbdl3	RHBDL3
ENSMMUG00000047683	ENSMMUG00000047683.1	OR4K13		OR4K13
ENSMMUG00000003230	ENSMMUG00000003230.3	FBXL19	Fbxl19	FBXL19
ENSMMUG00000008260	ENSMMUG00000008260.3	P2RX1	P2rx1	P2RX1
ENSMMUG00000019814	ENSMMUG00000019814.3	SLC34A1	Slc34a1	SLC34A1
ENSMMUG00000004235	ENSMMUG00000004235.3			RPL19
ENSMMUG00000001472	ENSMMUG00000001472.3	TIAL1	Tial1	TIAL1
ENSMMUG00000019125	ENSMMUG00000019125.3	SLC26A4	Slc26a4	SLC26A4
ENSMMUG00000022661	ENSMMUG00000022661.3	CCR4	Ccr4	CCR4
ENSMMUG00000019626	ENSMMUG00000019626.3	STK16	Stk16	STK16
ENSMMUG00000015932	ENSMMUG00000015932.3	SSH3	Ssh3	SSH3
ENSMMUG00000019058	ENSMMUG00000019058.3	ACBD3	Acbd3	ACBD3
ENSMMUG00000005547	ENSMMUG00000005547.3	SF3A1	Sf3a1	SF3A1
ENSMMUG00000011802	ENSMMUG00000011802.3	CCDC91	Ccdc91	CCDC91
ENSMMUG00000004982	ENSMMUG00000004982.3	ACVRL1	Acvrl1	ACVRL1
ENSMMUG00000002781	ENSMMUG00000002781.3	PXDNL		PXDNL
ENSMMUG00000011007	ENSMMUG00000011007.3	FNDC9	Fndc9	FNDC9
ENSMMUG00000011007	ENSMMUG00000011007.3	AC008676.3	Fndc9	FNDC9
ENSMMUG00000002439	ENSMMUG00000002439.3	WNT16	Wnt16	WNT16
ENSMMUG00000038481	ENSMMUG00000038481.1			
ENSMMUG00000047622	ENSMMUG00000047622.1		Pigp	
ENSMMUG00000007195	ENSMMUG00000007195.3	TSEN2	Tsen2	TSEN2
ENSMMUG00000000978	ENSMMUG00000000978.3	CRAMP1	Cramp1l	CRAMP1
ENSMMUG00000003138	ENSMMUG00000003138.3	P2RY6	P2ry6	P2RY6
ENSMMUG00000046007	ENSMMUG00000046007.1			
ENSMMUG00000003115	ENSMMUG00000003115.3	NLRP2		NLRP2
