scaffold,start,end,mid,sites,pi_Arctoides,pi_Sinica,pi_Nemestrina,pi_Fascicularis,dxy_Arctoides_Sinica,dxy_Arctoides_Nemestrina,dxy_Arctoides_Fascicularis,dxy_Sinica_Nemestrina,dxy_Sinica_Fascicularis,dxy_Nemestrina_Fascicularis,Fst_Arctoides_Sinica,Fst_Arctoides_Nemestrina,Fst_Arctoides_Fascicularis,Fst_Sinica_Nemestrina,Fst_Sinica_Fascicularis,Fst_Nemestrina_Fascicularis
chr13,28797770,28957069,28885693,2061,0.0799,0.1094,0.1371,0.0853,0.1319,0.1948,0.1493,0.1933,0.1525,0.1822,0.1767,0.3026,0.2976,0.2367,0.2331,0.2584
chr13,28989628,28999736,28994115,93,0.0111,0.1204,0.1477,0.0939,0.1013,0.1791,0.148,0.1745,0.1482,0.1532,0.2274,0.4065,0.4629,0.1413,0.1705,0.1275
chr13,29055934,29096286,29073582,285,0.016,0.0664,0.1503,0.068,0.1611,0.2607,0.2554,0.2237,0.2082,0.2114,0.6138,0.5381,0.7111,0.3675,0.525,0.3429
chr13,29115358,29158673,29134445,214,0.0151,0.0782,0.1687,0.0576,0.0982,0.2709,0.2331,0.2589,0.2433,0.2201,0.376,0.515,0.7249,0.3745,0.5822,0.349
chr13,29152339,29186850,29170950,200,0.0388,0.1086,0.1392,0.06,0.1294,0.2285,0.2003,0.2285,0.1975,0.1961,0.2918,0.4608,0.6097,0.3153,0.4248,0.3514
chr13,29201845,29267824,29234955,497,0.0413,0.0958,0.1457,0.0943,0.0924,0.2081,0.1625,0.222,0.1756,0.2367,0.1592,0.4007,0.4109,0.3137,0.3091,0.346
chr13,29220962,29231047,29244272,358,0.0442,0.1017,0.1506,0.1004,0.1004,0.1849,0.1696,0.2024,0.1889,0.2162,0.17,0.3289,0.4019,0.248,0.3144,0.2817
chr13,29234509,29244587,29250205,266,0.047,0.1054,0.1375,0.1029,0.1121,0.1889,0.1757,0.2083,0.1957,0.2094,0.2045,0.3639,0.4025,0.2807,0.3173,0.2856
chr13,29234685,29244782,29250504,261,0.0455,0.1075,0.1387,0.0987,0.1123,0.1891,0.1695,0.2109,0.1919,0.2042,0.2033,0.3648,0.4037,0.28,0.3137,0.2802
chr13,29235760,29245837,29251981,238,0.0422,0.1084,0.1345,0.1033,0.1112,0.1817,0.1728,0.2002,0.1935,0.2015,0.2062,0.3653,0.4062,0.2612,0.3048,0.2719
chr13,29300178,29370948,29335370,1003,0.0755,0.1084,0.1329,0.095,0.1597,0.1988,0.1494,0.1821,0.1404,0.1755,0.287,0.3313,0.2811,0.2175,0.1688,0.2258
chr13,29372329,29391701,29381165,334,0.0693,0.1036,0.1239,0.0943,0.1669,0.2008,0.1366,0.1786,0.1539,0.1852,0.3366,0.3704,0.2568,0.237,0.2275,0.2727
chr13,29429094,29506483,29469230,701,0.0531,0.1035,0.1225,0.1126,0.128,0.2087,0.1766,0.227,0.2115,0.2006,0.2574,0.429,0.3622,0.355,0.3341,0.2728
chr13,29500074,30263507,29881225,8521,0.0606,0.1163,0.1272,0.0992,0.1589,0.193,0.1617,0.197,0.1677,0.1792,0.3027,0.3653,0.3428,0.2522,0.2288,0.2385
chr13,29995582,30005879,30121694,3033,0.0694,0.1193,0.1225,0.1057,0.1575,0.198,0.1694,0.1944,0.1686,0.1842,0.2676,0.3672,0.324,0.2492,0.2099,0.2469
chr13,30479574,30503470,30490552,282,0.0865,0.0911,0.1142,0.0956,0.1353,0.2401,0.1775,0.2473,0.1839,0.2256,0.222,0.4317,0.3323,0.4345,0.3377,0.3807
chr13,30567168,30667414,30615445,1007,0.0506,0.1162,0.1267,0.0871,0.1471,0.2098,0.171,0.2061,0.1675,0.1809,0.2943,0.4271,0.4301,0.2754,0.2586,0.2727
chr13,30825954,31077826,30986647,1272,0.0138,0.1028,0.1538,0.0843,0.0958,0.2083,0.1727,0.2099,0.1741,0.2167,0.2597,0.4477,0.5469,0.2576,0.3154,0.3111
chr13,30957056,30967354,31021044,942,0.0148,0.0969,0.1575,0.0816,0.0945,0.2091,0.1812,0.2059,0.1791,0.2163,0.2743,0.4378,0.5697,0.2522,0.3496,0.3089
chr13,31163882,31230626,31197830,872,0.0683,0.0868,0.156,0.0786,0.1566,0.209,0.1584,0.189,0.1483,0.1914,0.3573,0.3202,0.3766,0.2333,0.2968,0.2592
chr13,31332237,31571506,31443722,2715,0.0827,0.1137,0.1316,0.0931,0.1569,0.2019,0.1676,0.1879,0.1541,0.1795,0.2458,0.3253,0.3216,0.2247,0.2077,0.2442
chr13,31596773,31636006,31613838,450,0.0637,0.0803,0.1257,0.1028,0.1221,0.1732,0.1379,0.1777,0.1417,0.1765,0.2752,0.3114,0.251,0.2835,0.2214,0.2259
chr13,31654842,31696067,31676219,477,0.0512,0.1042,0.1376,0.0807,0.1431,0.2133,0.1787,0.1858,0.1634,0.1849,0.3146,0.4074,0.4664,0.2264,0.2919,0.2755
chr13,31756183,31845849,31795767,911,0.0551,0.0845,0.1293,0.1122,0.118,0.2653,0.1807,0.2416,0.1607,0.2218,0.2735,0.5058,0.3683,0.4072,0.247,0.3085
chr13,32510565,32536597,32525142,66,0.0168,0.0764,0.1827,0.0569,0.1597,0.2661,0.2393,0.2375,0.2066,0.2742,0.5697,0.4762,0.7289,0.3126,0.531,0.4237
chr13,32553675,32653032,32600914,300,0.0156,0.1049,0.1049,0.0933,0.1842,0.276,0.2548,0.2526,0.2208,0.2299,0.5289,0.6616,0.6378,0.4345,0.3952,0.4125
chr13,32656727,32726229,32696442,334,0.0136,0.1104,0.1501,0.0836,0.1367,0.2541,0.2258,0.2502,0.2067,0.2256,0.3963,0.5344,0.6353,0.3344,0.3782,0.3385
chr13,32705409,32715516,32718170,110,0.0134,0.1184,0.1807,0.0786,0.1336,0.2638,0.2,0.2598,0.1958,0.2138,0.3591,0.4838,0.6161,0.2868,0.3491,0.2661
chr13,32715774,32767429,32737935,298,0.0172,0.0958,0.1549,0.0964,0.1471,0.2148,0.2018,0.2233,0.1908,0.2223,0.4665,0.4492,0.5505,0.2989,0.342,0.2956
chr13,32775505,32811009,32795671,174,0.018,0.0328,0.1878,0.0579,0.0892,0.302,0.22,0.2725,0.1921,0.233,0.5783,0.5137,0.7021,0.4451,0.6216,0.3385
chr13,32842514,33108435,32989318,1739,0.0212,0.0842,0.1338,0.0573,0.1526,0.2599,0.245,0.2598,0.241,0.2436,0.5083,0.5621,0.7217,0.43,0.566,0.4642
chr13,33108837,33290290,33212676,1189,0.0259,0.084,0.1129,0.1062,0.1634,0.2543,0.2254,0.2447,0.2104,0.187,0.5186,0.5925,0.5396,0.4476,0.3862,0.2725
chr13,33397788,33407901,33403058,123,0.0294,0.0989,0.1361,0.0889,0.1746,0.225,0.2568,0.1818,0.2032,0.2213,0.4845,0.4838,0.6218,0.2298,0.3824,0.3446
chr13,33399703,33854971,33642796,4690,0.0699,0.0919,0.1347,0.0932,0.1359,0.2192,0.1915,0.2011,0.1744,0.1846,0.2706,0.384,0.4109,0.2971,0.3181,0.2513
chr13,33729297,33739416,33791027,1438,0.0894,0.088,0.1377,0.0953,0.1361,0.2104,0.1806,0.1925,0.1648,0.1731,0.2255,0.3176,0.3341,0.2779,0.295,0.2085
chr13,33956094,34039315,33996026,758,0.0327,0.0991,0.139,0.0866,0.1111,0.2176,0.1621,0.2073,0.1514,0.1837,0.2723,0.4555,0.4598,0.2879,0.2514,0.2555
chr13,34025109,34049492,34038173,333,0.0326,0.0936,0.1375,0.0815,0.1128,0.1781,0.1429,0.1749,0.1463,0.1596,0.3003,0.3737,0.4281,0.2188,0.2634,0.2005
chr13,35931723,35941827,35937015,178,0.0179,0.096,0.1633,0.0948,0.1565,0.2045,0.1854,0.1946,0.1444,0.2326,0.4882,0.4069,0.5242,0.2146,0.2132,0.3057
chr13,36802378,37006599,36902342,3195,0.0554,0.0859,0.1283,0.0949,0.1326,0.2063,0.183,0.2021,0.1804,0.1983,0.3235,0.4045,0.4217,0.3261,0.3429,0.2952
chr13,37002321,37054334,37026346,643,0.0456,0.098,0.1114,0.0923,0.1461,0.2173,0.207,0.2289,0.2188,0.2267,0.3608,0.4911,0.5019,0.3929,0.4078,0.3959
chr13,37142519,37278549,37210354,1325,0.0658,0.1175,0.1298,0.1007,0.1519,0.1982,0.1719,0.1899,0.1699,0.1856,0.2639,0.359,0.3531,0.2261,0.229,0.2469
chr13,37304572,37435492,37362426,878,0.0427,0.0952,0.1481,0.1043,0.1054,0.259,0.2321,0.2528,0.2237,0.234,0.2241,0.4832,0.5177,0.3704,0.3943,0.3159
chr13,37322915,37333017,37376070,689,0.0427,0.1015,0.1524,0.1039,0.1094,0.2636,0.2275,0.2588,0.2206,0.2383,0.22,0.4813,0.5113,0.3616,0.3766,0.3178
chr13,37418379,37428480,37427671,101,0.0292,0.1017,0.184,0.0854,0.1169,0.3071,0.2399,0.3083,0.2542,0.2198,0.3002,0.5064,0.611,0.3873,0.4784,0.2601
chr13,37440354,37558143,37501477,689,0.0733,0.1146,0.1449,0.0805,0.1355,0.2105,0.1792,0.2043,0.1617,0.1915,0.1945,0.3365,0.4108,0.2386,0.2625,0.2779
chr13,37548141,37568434,37558668,166,0.122,0.1457,0.1194,0.0542,0.1714,0.2069,0.1464,0.2371,0.1859,0.1963,0.1327,0.2802,0.2697,0.3008,0.3268,0.4131
chr13,37570433,37621040,37599017,243,0.074,0.1023,0.1534,0.0438,0.1557,0.2681,0.2226,0.2685,0.2454,0.281,0.2949,0.4256,0.6036,0.3751,0.5691,0.5147
chr13,37631089,37663220,37651460,162,0.0447,0.0989,0.1397,0.0802,0.1178,0.2272,0.142,0.2179,0.1356,0.2158,0.2591,0.4441,0.3923,0.3108,0.2158,0.3456
chr13,37668306,37706063,37687017,391,0.0658,0.1222,0.0956,0.0964,0.1762,0.1758,0.1413,0.163,0.1689,0.1597,0.323,0.3913,0.2761,0.2133,0.2263,0.2592
chr13,37696062,37722130,37709099,306,0.0217,0.0635,0.1243,0.0981,0.1563,0.1745,0.1499,0.1742,0.1856,0.1916,0.5929,0.4312,0.4206,0.3181,0.3991,0.2793
chr13,37714108,37801911,37758108,719,0.0265,0.0458,0.1283,0.0754,0.1423,0.2612,0.2029,0.2791,0.2153,0.2391,0.6156,0.5644,0.5955,0.5462,0.5654,0.4247
chr13,37807789,37848006,37827516,395,0.0612,0.093,0.1522,0.0822,0.1047,0.1926,0.1516,0.1768,0.1387,0.1925,0.1633,0.305,0.3653,0.1942,0.2368,0.2614
chr13,37894641,37904744,37899728,23,0.103,0.0486,0.1576,0.0743,0.0973,0.1611,0.1235,0.1176,0.073,0.1361,0.1343,0.1144,0.1751,0.0714,0.0883,0.0882
chr13,38116895,38157636,38137708,562,0.0529,0.1035,0.1433,0.0813,0.1226,0.2022,0.178,0.1773,0.1551,0.1715,0.2366,0.3664,0.4581,0.1923,0.2668,0.2242
chr13,38397282,38532200,38468943,1177,0.064,0.1073,0.1316,0.0884,0.1407,0.1883,0.1597,0.1852,0.1542,0.1533,0.2595,0.3354,0.361,0.231,0.2356,0.176
chr13,38522889,38541368,38532522,260,0.0302,0.0565,0.1435,0.108,0.1339,0.1883,0.1734,0.1906,0.1729,0.1684,0.5327,0.3893,0.4245,0.3308,0.3577,0.1546
chr13,38595617,38605724,38600482,104,0.1023,0.1282,0.0929,0.0852,0.2919,0.2867,0.2786,0.1706,0.1728,0.1156,0.4553,0.5137,0.513,0.2286,0.2519,0.1366
chr13,38748960,38838278,38792159,539,0.0915,0.0893,0.1435,0.0777,0.1439,0.2599,0.1889,0.2279,0.1507,0.2274,0.2438,0.3979,0.3968,0.3431,0.2999,0.3678
chr13,39015913,39066406,39043487,448,0.0312,0.0396,0.1322,0.0569,0.0957,0.3947,0.3551,0.3928,0.3503,0.2204,0.482,0.6765,0.7814,0.661,0.763,0.4268
chr13,39069791,39079898,39075536,35,0.0542,0.0784,0.1176,0.0892,0.089,0.3235,0.2282,0.2754,0.1713,0.2174,0.1575,0.6013,0.5267,0.4967,0.3532,0.3724
chr13,39126420,39222823,39166996,452,0.0612,0.0866,0.1546,0.0808,0.1952,0.2341,0.1664,0.2485,0.1821,0.2236,0.4723,0.3895,0.41,0.3665,0.3839,0.332
chr13,39217114,39234020,39226043,143,0.0154,0.0737,0.1052,0.0558,0.3112,0.2467,0.2671,0.3,0.3127,0.1953,0.7656,0.6278,0.7605,0.5621,0.6733,0.4404
chr13,39270080,39361997,39317116,438,0.0126,0.1073,0.159,0.0769,0.1364,0.2496,0.1992,0.2326,0.184,0.2198,0.4104,0.51,0.6229,0.2896,0.3505,0.3241
chr13,39355386,39375622,39364968,128,0.0237,0.171,0.1078,0.0611,0.2129,0.2453,0.1771,0.2395,0.1897,0.2049,0.3929,0.5982,0.6115,0.2815,0.2641,0.4392
chr13,39359611,39369718,39368193,91,0.0259,0.1689,0.1128,0.0541,0.213,0.2638,0.1695,0.2421,0.1634,0.2029,0.393,0.6046,0.6195,0.2816,0.2096,0.443
chr13,39364363,39462308,39418660,837,0.0312,0.0861,0.1234,0.0961,0.1317,0.2164,0.2184,0.1939,0.1891,0.2207,0.4043,0.4952,0.5444,0.3169,0.3601,0.3517
chr13,39462667,39615750,39525081,765,0.0527,0.0505,0.1538,0.067,0.1379,0.2448,0.2178,0.2585,0.2325,0.2337,0.4768,0.4278,0.5778,0.455,0.6046,0.3844
chr13,39562554,39572658,39593733,165,0.041,0.0658,0.1729,0.0493,0.1183,0.2382,0.1592,0.2614,0.1739,0.2102,0.3986,0.4009,0.568,0.3937,0.521,0.3382
chr13,39662248,39672350,39665753,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
chr13,39713239,39800950,39758451,434,0.0688,0.093,0.1059,0.0914,0.1237,0.235,0.2054,0.2276,0.1937,0.2232,0.2238,0.4797,0.447,0.4129,0.3675,0.4022
chr13,39789676,39988323,39878732,1675,0.0506,0.0613,0.0953,0.0804,0.0904,0.3457,0.177,0.3428,0.1729,0.3296,0.2516,0.6709,0.4649,0.6482,0.427,0.595
chr13,40194795,40256480,40223867,736,0.0699,0.126,0.1231,0.0944,0.1552,0.2224,0.2073,0.1907,0.1768,0.1959,0.242,0.4158,0.4403,0.2246,0.2454,0.301
chr13,40265744,40316468,40295123,450,0.0184,0.1091,0.1539,0.094,0.1344,0.2054,0.1627,0.2061,0.1672,0.2201,0.3767,0.43,0.4767,0.2364,0.2562,0.2976
chr13,40673694,41012293,40835797,5124,0.0511,0.1005,0.1288,0.1007,0.1338,0.2013,0.1695,0.1946,0.1643,0.1844,0.2945,0.4031,0.3833,0.2755,0.2505,0.2458
chr13,42488921,42499023,42491951,23,0.0317,0.1437,0.127,0.0867,0.2128,0.162,0.1773,0.2281,0.1537,0.1701,0.4376,0.3623,0.4967,0.2722,0.1547,0.2432
chr13,42503122,42513239,42506535,113,0.0165,0.1272,0.1002,0.1001,0.1554,0.2115,0.1934,0.1888,0.1709,0.1888,0.388,0.5889,0.5258,0.265,0.2128,0.3185
chr13,42576833,42592669,42584901,189,0.0592,0.0958,0.1371,0.1142,0.1613,0.2612,0.194,0.209,0.1838,0.2097,0.3711,0.4753,0.3844,0.3024,0.2812,0.2633
chr13,42672748,42692189,42682226,322,0.0533,0.0979,0.1199,0.101,0.172,0.2201,0.1932,0.2158,0.1962,0.2128,0.4099,0.4567,0.4316,0.3487,0.3386,0.3311
chr13,42795588,42964845,42885107,1160,0.0184,0.0548,0.1364,0.0972,0.1161,0.3098,0.2723,0.3063,0.2656,0.2795,0.5424,0.621,0.6407,0.5459,0.5586,0.4295
chr13,43070631,43080691,43075593,98,0.1196,0.1027,0.0951,0.086,0.2104,0.2483,0.2319,0.2014,0.2075,0.2161,0.3276,0.4171,0.4042,0.3612,0.3906,0.4242
chr13,43213121,43385141,43310594,773,0.0215,0.0333,0.1669,0.0761,0.1309,0.2525,0.2371,0.2715,0.2539,0.2369,0.6736,0.4784,0.6535,0.4829,0.6455,0.3461
chr13,43360008,43370116,43371184,161,0.0157,0.04,0.1763,0.0824,0.1055,0.2472,0.246,0.2579,0.2723,0.2372,0.6033,0.4621,0.6587,0.4303,0.6341,0.3168
chr13,43411865,43423137,43417664,208,0.0226,0.079,0.1334,0.0875,0.2564,0.2099,0.1498,0.2753,0.2402,0.1826,0.6884,0.48,0.4559,0.4649,0.4969,0.2623
chr13,43774553,43784660,43779234,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
chr13,43908183,43922425,43915809,192,0.0731,0.0949,0.1229,0.0405,0.118,0.2287,0.2164,0.2275,0.2071,0.2414,0.1808,0.4212,0.6069,0.3727,0.5352,0.5263
chr13,43913495,44279133,44087481,2906,0.0335,0.0584,0.1368,0.0863,0.1427,0.2523,0.2393,0.2417,0.2233,0.2375,0.5344,0.5169,0.5978,0.446,0.5172,0.381
chr13,44092462,44102569,44185144,1382,0.0318,0.0447,0.1565,0.0841,0.137,0.2671,0.2426,0.2484,0.2181,0.2502,0.5845,0.5004,0.6121,0.4448,0.5467,0.3732
chr13,44298217,44308324,44304536,60,0.025,0.1145,0.1159,0.0697,0.1714,0.2308,0.1795,0.1562,0.1197,0.1353,0.443,0.5538,0.5797,0.1625,0.1408,0.2003
chr13,44313096,44494585,44422237,1053,0.0464,0.086,0.1417,0.091,0.1242,0.2134,0.1785,0.2082,0.168,0.1924,0.3231,0.4091,0.4462,0.3114,0.3206,0.2627
chr13,44383881,44404752,44442371,867,0.0538,0.0838,0.137,0.094,0.1251,0.2188,0.1867,0.2069,0.1688,0.1916,0.3086,0.4137,0.4368,0.3229,0.3201,0.263
chr13,44487617,44497846,44492957,103,0.0947,0.0898,0.1316,0.0768,0.1598,0.2553,0.1911,0.2246,0.1477,0.1945,0.2855,0.4066,0.397,0.3595,0.2923,0.3221
chr13,44491250,44536653,44515155,386,0.0527,0.111,0.1342,0.0682,0.2265,0.2489,0.1026,0.2421,0.2203,0.245,0.4908,0.4757,0.2652,0.347,0.4434,0.4402
chr13,44529927,44566944,44549724,424,0.0647,0.1057,0.1308,0.0591,0.1791,0.2014,0.1643,0.2121,0.199,0.1987,0.3753,0.3663,0.4675,0.3021,0.4376,0.3786
chr13,44557207,44596487,44576227,389,0.0682,0.1039,0.1387,0.0765,0.1695,0.2608,0.2178,0.2401,0.1945,0.2137,0.3459,0.4536,0.5127,0.3482,0.3839,0.3517
chr13,44596363,44723837,44655834,1223,0.0331,0.0879,0.1198,0.0853,0.1567,0.2491,0.2206,0.2412,0.2103,0.2323,0.4647,0.552,0.5753,0.4191,0.4304,0.4061
chr13,44600484,44610591,44657739,1184,0.0322,0.0881,0.12,0.0861,0.1565,0.2485,0.2218,0.2417,0.213,0.2323,0.4662,0.5526,0.5765,0.4191,0.4331,0.4038
chr13,44868898,44879005,44876500,13,0.0278,0.1571,0.1222,0.0192,0.2205,0.2778,0.191,0.2786,0.1562,0.3112,0.4306,0.5959,0.7942,0.3518,0.3145,0.6668
chr13,44885033,44987321,44933003,660,0.0442,0.0448,0.1524,0.0735,0.1881,0.2492,0.1934,0.2512,0.193,0.2122,0.6378,0.4557,0.5381,0.4578,0.5356,0.3278
chr13,45007087,45062244,45037890,368,0.0384,0.0756,0.1439,0.0974,0.1166,0.2227,0.1848,0.2189,0.1799,0.2181,0.3633,0.4403,0.461,0.3517,0.3587,0.3046
chr13,45050362,45109568,45076366,406,0.0477,0.0616,0.1348,0.0939,0.1163,0.2282,0.2369,0.2206,0.2246,0.2206,0.3809,0.4502,0.5418,0.4048,0.4919,0.3348
chr13,45101868,45518109,45320721,2964,0.0438,0.0733,0.1451,0.0798,0.1376,0.2372,0.2022,0.2204,0.1844,0.2006,0.4244,0.452,0.5351,0.3573,0.4249,0.3014
chr13,45672948,45683035,45677867,190,0.0717,0.0748,0.1935,0.0292,0.1164,0.2415,0.17,0.2295,0.1522,0.2175,0.2432,0.3093,0.5708,0.2793,0.5204,0.3598
chr13,45674644,45684861,45679569,183,0.0735,0.072,0.188,0.0355,0.1224,0.2481,0.1872,0.2355,0.1682,0.2209,0.2717,0.3287,0.5746,0.307,0.5414,0.3634
chr13,45675873,45685948,45680354,169,0.0667,0.0816,0.1877,0.0358,0.1256,0.2524,0.1815,0.2394,0.1697,0.2141,0.2747,0.3494,0.5835,0.2979,0.5136,0.3485
chr13,45676152,45686476,45680704,174,0.0679,0.0911,0.179,0.0363,0.1393,0.2569,0.1907,0.2392,0.176,0.2047,0.291,0.3709,0.5946,0.296,0.4977,0.3443
chr13,45677994,45688265,45682225,144,0.0554,0.0741,0.1893,0.0357,0.1182,0.2682,0.1816,0.2451,0.1602,0.2088,0.3107,0.394,0.6191,0.3196,0.5155,0.3334
chr13,45679396,45689591,45683686,131,0.0482,0.0635,0.1883,0.046,0.1037,0.2681,0.1954,0.2442,0.1718,0.2267,0.3186,0.4087,0.6251,0.339,0.5359,0.3508
chr13,45680638,45690840,45684985,126,0.0465,0.0815,0.169,0.0503,0.1259,0.2757,0.1983,0.2537,0.1911,0.2161,0.3452,0.4596,0.6193,0.3587,0.5092,0.357
chr13,45682700,45694233,45689403,155,0.0534,0.0721,0.1357,0.0785,0.1311,0.2592,0.2444,0.2203,0.2158,0.2022,0.3727,0.4872,0.5815,0.3795,0.4947,0.3275
chr13,45748087,45761031,45754184,321,0.0639,0.0787,0.125,0.0854,0.1116,0.3011,0.2662,0.2727,0.2396,0.1887,0.2358,0.5441,0.5702,0.4778,0.5018,0.3009
chr13,46117660,46342387,46225517,1763,0.0146,0.0783,0.1526,0.1024,0.0929,0.228,0.1552,0.2138,0.1451,0.2142,0.3532,0.4851,0.4406,0.3172,0.2389,0.2698
chr13,46295266,46305559,46319381,304,0.0181,0.0806,0.132,0.1066,0.0852,0.1814,0.1556,0.1794,0.1447,0.1996,0.284,0.4361,0.4173,0.273,0.2201,0.2649
chr13,46370523,46918448,46633852,5712,0.0606,0.1071,0.1319,0.0891,0.1465,0.2139,0.1694,0.2085,0.1668,0.194,0.2894,0.4,0.3934,0.2889,0.2724,0.2908
chr13,47017330,47118924,47069796,1251,0.045,0.0954,0.1301,0.0938,0.1489,0.2318,0.1923,0.2408,0.2021,0.1966,0.3797,0.4735,0.4706,0.3827,0.375,0.2899
chr13,47171182,47181470,47175552,66,0.0667,0.1894,0.1014,0.0759,0.1596,0.1557,0.1204,0.2003,0.1662,0.1272,0.1182,0.3173,0.2643,0.1708,0.1242,0.1898
chr13,47198639,47214033,47207271,148,0.0346,0.0702,0.1277,0.1435,0.0924,0.1438,0.1686,0.1506,0.187,0.2032,0.2938,0.2962,0.3022,0.2215,0.2738,0.2068
chr13,47233366,47257392,47244708,74,0.0989,0.0875,0.1029,0.0924,0.1378,0.1268,0.1419,0.1375,0.1524,0.1455,0.207,0.1228,0.2041,0.1949,0.2673,0.2065
chr13,47272054,47320039,47294768,479,0.0225,0.1082,0.143,0.0909,0.1481,0.2111,0.1696,0.1868,0.1523,0.1867,0.4087,0.4584,0.4917,0.21,0.2203,0.2452
chr13,47310235,47356052,47333978,333,0.0105,0.0688,0.162,0.0899,0.1194,0.232,0.1727,0.2112,0.1437,0.2001,0.5233,0.4797,0.5362,0.3117,0.2956,0.2446
chr13,47346939,47363052,47353020,168,0.0102,0.0845,0.1623,0.0744,0.1358,0.2193,0.116,0.225,0.1177,0.1891,0.5046,0.4569,0.453,0.3098,0.2039,0.2497
chr13,47426661,47498021,47462019,406,0.053,0.1073,0.1242,0.0891,0.1489,0.2391,0.2181,0.2364,0.2035,0.2302,0.3184,0.4808,0.5128,0.3623,0.3642,0.3847
chr13,47632831,47680581,47658951,352,0.0195,0.0683,0.1177,0.11,0.1841,0.2409,0.1967,0.2085,0.1776,0.2127,0.6354,0.5781,0.4943,0.4039,0.3363,0.3151
chr13,47648466,47810781,47742633,2019,0.0261,0.0851,0.1356,0.1032,0.147,0.2165,0.1865,0.1908,0.1652,0.1922,0.4729,0.4779,0.4782,0.2845,0.2817,0.2469
chr13,47814369,47885965,47843902,478,0.0542,0.0973,0.1149,0.0903,0.1377,0.2124,0.175,0.2129,0.1789,0.183,0.3084,0.4521,0.42,0.3543,0.3247,0.296
chr13,47879575,47905339,47892876,296,0.0619,0.0912,0.1249,0.0651,0.1318,0.2523,0.227,0.2494,0.224,0.1927,0.2824,0.4815,0.575,0.4165,0.5022,0.3624
chr13,48085504,48095815,48092519,69,0.0897,0.1122,0.1313,0.0795,0.1629,0.2306,0.154,0.1901,0.1532,0.2139,0.2508,0.3721,0.3041,0.2343,0.2445,0.3602
chr13,48089454,48120567,48103976,169,0.0706,0.1321,0.1341,0.0813,0.1462,0.2513,0.1315,0.2224,0.1558,0.2118,0.1944,0.4424,0.2763,0.2679,0.2007,0.3456
chr13,48127023,48217279,48179504,435,0.1042,0.1058,0.132,0.0883,0.1414,0.2124,0.1773,0.1961,0.1537,0.2049,0.1589,0.3031,0.3099,0.2613,0.2378,0.3182
chr13,48367987,48378202,48375279,16,0.0303,0.1075,0.1185,0.0712,0.0832,0.1942,0.1848,0.2308,0.1803,0.2541,0.1013,0.4676,0.5685,0.3626,0.3559,0.4788
chr13,48531994,48542081,48539003,69,0.047,0.0216,0.1448,0.0237,0.0976,0.268,0.1997,0.3173,0.266,0.2528,0.5015,0.4947,0.7202,0.6055,0.849,0.5405
chr13,48533680,48569555,48552302,189,0.089,0.0224,0.1108,0.0459,0.1033,0.3207,0.3038,0.3022,0.283,0.2718,0.3177,0.5466,0.6593,0.6586,0.7854,0.5805
chr13,48559644,48674292,48618615,549,0.0781,0.0367,0.1208,0.0463,0.1022,0.3156,0.3162,0.2847,0.2789,0.2596,0.2984,0.5424,0.6908,0.5877,0.7478,0.5426
chr13,48604669,48614743,48644655,331,0.075,0.041,0.1248,0.0446,0.1043,0.294,0.3207,0.2746,0.2878,0.256,0.3033,0.5146,0.7049,0.5578,0.7501,0.5338
chr13,49000318,49010642,49006120,81,0.0798,0.1314,0.176,0.0483,0.1498,0.2323,0.1717,0.22,0.1556,0.1716,0.1859,0.308,0.479,0.1906,0.2926,0.2334
chr13,49144416,49215953,49179277,485,0.0323,0.0901,0.1281,0.0733,0.1951,0.2557,0.2004,0.2624,0.1946,0.2409,0.544,0.5442,0.5828,0.4339,0.4251,0.4331
chr13,49166711,49176851,49192455,306,0.0197,0.0855,0.1316,0.0621,0.2194,0.2627,0.2164,0.2741,0.2093,0.2535,0.6337,0.5744,0.6784,0.4541,0.4977,0.4736
chr13,49268824,49358077,49313398,655,0.0217,0.1038,0.1599,0.083,0.1193,0.2315,0.2064,0.2082,0.1794,0.1843,0.3294,0.4581,0.5889,0.24,0.3305,0.2223
chr13,49333387,49343491,49345721,188,0.0176,0.1146,0.1591,0.0753,0.101,0.2,0.18,0.2018,0.1749,0.1884,0.2238,0.408,0.5823,0.2056,0.3142,0.2525
chr13,49769878,49971052,49862260,1869,0.0691,0.1003,0.1319,0.0943,0.145,0.2026,0.1719,0.1918,0.1626,0.1903,0.28,0.3565,0.363,0.2623,0.2623,0.2693
chr13,50042918,50053026,50050661,65,0.0361,0.1798,0.0564,0.0863,0.1485,0.1694,0.1984,0.194,0.2279,0.1234,0.1702,0.5924,0.5279,0.2598,0.2837,0.2722
chr13,50758016,50768141,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
chr13,50788698,51928194,51367167,15503,0.0684,0.1019,0.1352,0.0884,0.1631,0.2279,0.184,0.2255,0.2015,0.211,0.3331,0.4032,0.411,0.3297,0.3733,0.3254
chr13,54335524,54345707,54342205,94,0.1804,0.1053,0.1042,0.1285,0.1598,0.1884,0.1744,0.1491,0.1401,0.1694,0.0605,0.1502,0.0652,0.1873,0.0935,0.1914
